error_id,language,compiler,error_message,category,clean_error
1150,Python,Python,use of undeclared identifier 'data',Semantic,use of undeclared identifier data
1151,C++,Clang,IndexError: '!' index out of range,Semantic,indexerror index out of range
1152,C,Clang,use of undeclared identifier 'num',Semantic,use of undeclared identifier num
1153,C++,Clang,incompatible types when assigning 'ptr' to 'num',Semantic,incompatible types when assigning ptr to num
1154,Python,Python,incompatible types when assigning 'num' to 'num',Semantic,incompatible types when assigning num to num
1155,C,Clang,IndexError: 'index' index out of range,Semantic,indexerror index index out of range
1156,C,GCC,TypeError: unsupported operand types for 'num',Semantic,typeerror unsupported operand types for num
1157,Python,Python,use of undeclared identifier 'index',Semantic,use of undeclared identifier index
1158,Python,Python,TypeError: unsupported operand types for '#',Semantic,typeerror unsupported operand types for
1159,Python,Python,TypeError: unsupported operand types for 'num',Semantic,typeerror unsupported operand types for num
1160,C,GCC,use of undeclared identifier '^',Semantic,use of undeclared identifier
1161,C++,GCC,incompatible types when assigning 'temp' to 'index',Semantic,incompatible types when assigning temp to index
1162,Python,Python,TypeError: unsupported operand types for 'var',Semantic,typeerror unsupported operand types for var
1163,C++,GCC,TypeError: unsupported operand types for '^',Semantic,typeerror unsupported operand types for
1164,Python,Python,variable '*' is uninitialized when used here,Semantic,variable is uninitialized when used here
1165,C,GCC,incompatible types when assigning 'value' to 'ptr',Semantic,incompatible types when assigning value to ptr
1166,C++,Clang,TypeError: unsupported operand types for 'temp',Semantic,typeerror unsupported operand types for temp
1167,C++,Clang,variable 'value' is uninitialized when used here,Semantic,variable value is uninitialized when used here
1168,C,GCC,TypeError: unsupported operand types for '@',Semantic,typeerror unsupported operand types for
1169,Python,Python,variable 'value' is uninitialized when used here,Semantic,variable value is uninitialized when used here
1170,C,GCC,variable 'index' is uninitialized when used here,Semantic,variable index is uninitialized when used here
1171,C++,GCC,use of undeclared identifier '!',Semantic,use of undeclared identifier
1172,C,Clang,use of undeclared identifier 'var',Semantic,use of undeclared identifier var
1173,Python,Python,IndexError: 'num' index out of range,Semantic,indexerror num index out of range
1174,C,GCC,use of undeclared identifier 'temp',Semantic,use of undeclared identifier temp
1175,C,Clang,use of undeclared identifier '@',Semantic,use of undeclared identifier
1176,C,Clang,variable '?' is uninitialized when used here,Semantic,variable is uninitialized when used here
1177,C,Clang,use of undeclared identifier '?',Semantic,use of undeclared identifier
1178,C,GCC,TypeError: unsupported operand types for '?',Semantic,typeerror unsupported operand types for
1179,Python,Python,incompatible types when assigning 'obj' to 'obj',Semantic,incompatible types when assigning obj to obj
1180,C++,Clang,TypeError: unsupported operand types for 'index',Semantic,typeerror unsupported operand types for index
1181,Python,Python,use of undeclared identifier 'index',Semantic,use of undeclared identifier index
1182,C,Clang,TypeError: unsupported operand types for '%',Semantic,typeerror unsupported operand types for
1183,Python,Python,use of undeclared identifier '!',Semantic,use of undeclared identifier
1184,Python,Python,TypeError: unsupported operand types for '*',Semantic,typeerror unsupported operand types for
1185,C,GCC,TypeError: unsupported operand types for '&',Semantic,typeerror unsupported operand types for
1186,C++,Clang,use of undeclared identifier 'var',Semantic,use of undeclared identifier var
1187,C++,Clang,TypeError: unsupported operand types for '*',Semantic,typeerror unsupported operand types for
1188,C++,Clang,TypeError: unsupported operand types for '%',Semantic,typeerror unsupported operand types for
1189,C++,Clang,TypeError: unsupported operand types for 'value',Semantic,typeerror unsupported operand types for value
1190,C,GCC,IndexError: '@' index out of range,Semantic,indexerror index out of range
1191,C++,GCC,variable '&' is uninitialized when used here,Semantic,variable is uninitialized when used here
1192,C,Clang,TypeError: unsupported operand types for 'data',Semantic,typeerror unsupported operand types for data
1193,C,GCC,TypeError: unsupported operand types for 'temp',Semantic,typeerror unsupported operand types for temp
1194,C,GCC,IndexError: 'data' index out of range,Semantic,indexerror data index out of range
1195,Python,Python,incompatible types when assigning 'index' to 'index',Semantic,incompatible types when assigning index to index
1196,C++,GCC,TypeError: unsupported operand types for '^',Semantic,typeerror unsupported operand types for
1197,C,Clang,TypeError: unsupported operand types for 'num',Semantic,typeerror unsupported operand types for num
1198,C,GCC,TypeError: unsupported operand types for '!',Semantic,typeerror unsupported operand types for
1199,C++,GCC,TypeError: unsupported operand types for 'data',Semantic,typeerror unsupported operand types for data
1200,C++,GCC,TypeError: unsupported operand types for 'index',Semantic,typeerror unsupported operand types for index
